total_messages,unique_payloads,duplicate_ratio,message_frequency,topic_frequency,payload_length,time_interval,label
152,121,0.2039,64.0113,92.0364,21,0.0212,2
20,16,0.2,1.1454,3.2384,29,0.6578,0
188,168,0.1064,71.5994,73.7735,21,0.0272,2
23,21,0.087,2.5659,4.6642,27,1.035,0
15,10,0.3333,2.8691,1.7434,26,0.3847,0
36,32,0.1111,3.3497,1.5597,19,1.3608,0
26,19,0.2692,4.6094,4.6326,28,0.6873,0
19,16,0.1579,4.2813,2.6819,23,1.373,0
89,72,0.191,72.9927,73.4677,28,0.0282,2
177,154,0.1299,68.9308,35.8123,15,0.0138,2
15,3,0.8,10.2766,14.3233,21,0.0962,1
159,136,0.1447,53.27,53.5668,28,0.0247,2
39,36,0.0769,1.9053,0.6574,20,1.0931,0
18,14,0.2222,3.2513,4.8122,10,1.6666,0
19,2,0.8947,12.4383,11.0144,19,0.1429,1
126,113,0.1032,68.2128,38.3107,22,0.0085,2
34,32,0.0588,1.3387,1.671,24,1.769,0
37,29,0.2162,4.6301,4.417,27,0.6239,0
16,1,0.9375,5.696,14.9779,25,0.1341,1
28,4,0.8571,7.3078,12.8693,20,0.1995,1
19,3,0.8421,14.9176,5.0819,29,0.0704,1
136,117,0.1397,53.0831,64.3366,30,0.0256,2
25,5,0.8,12.7024,5.0628,22,0.1472,1
38,27,0.2895,3.3387,4.7258,20,1.7123,0
94,92,0.0213,32.6262,56.9059,19,0.0297,2
181,160,0.116,83.1844,55.7347,28,0.0182,2
173,162,0.0636,93.2394,66.4668,16,0.0299,2
191,180,0.0576,94.5022,73.6013,10,0.013,2
197,157,0.203,43.8152,97.2332,16,0.0165,2
34,32,0.0588,4.136,2.9567,13,1.3145,0
32,28,0.125,4.5255,3.6142,18,1.1208,0
155,129,0.1677,47.6983,50.672,18,0.0051,2
29,3,0.8966,12.6963,13.9647,10,0.0822,1
23,3,0.8696,6.2741,9.0731,22,0.1959,1
18,14,0.2222,1.0639,2.4352,13,1.0178,0
25,18,0.28,1.9653,3.7156,19,0.6774,0
128,124,0.0312,33.144,87.2745,10,0.0282,2
113,91,0.1947,78.2286,63.7439,19,0.0291,2
25,15,0.4,3.8343,3.9706,13,0.9803,0
21,2,0.9048,7.4008,10.66,13,0.179,1
28,2,0.9286,14.3023,14.1223,12,0.0801,1
25,5,0.8,10.216,14.7939,30,0.1175,1
22,4,0.8182,6.692,9.6243,24,0.1386,1
100,94,0.06,77.1494,31.9395,22,0.0245,2
85,76,0.1059,62.666,31.7039,19,0.0109,2
193,154,0.2021,58.5736,49.8788,12,0.0074,2
156,150,0.0385,66.2123,45.9476,24,0.0181,2
37,33,0.1081,4.819,1.8987,18,1.5902,0
21,13,0.381,2.4941,1.4218,11,1.0074,0
115,96,0.1652,95.6068,55.3882,11,0.0064,2
37,26,0.2973,2.4918,4.2173,27,1.6615,0
34,20,0.4118,0.609,1.5232,26,1.668,0
21,14,0.3333,2.9002,1.2093,12,1.0664,0
30,3,0.9,11.6144,10.2399,27,0.0725,1
22,5,0.7727,5.4844,7.186,30,0.0638,1
196,174,0.1122,74.9267,75.1143,16,0.0192,2
200,169,0.155,68.2173,73.4948,11,0.0059,2
19,16,0.1579,4.0938,1.0438,20,1.4963,0
20,2,0.9,6.8846,6.5019,11,0.0809,1
22,13,0.4091,4.9951,2.0164,22,1.8036,0
22,17,0.2273,3.8393,0.6884,19,1.7752,0
38,35,0.0789,1.4294,3.7484,23,1.8606,0
28,4,0.8571,13.2325,9.5033,29,0.1473,1
174,159,0.0862,78.6521,59.6001,23,0.0133,2
89,72,0.191,30.1519,83.6316,25,0.0116,2
32,28,0.125,3.5874,2.6973,12,1.9852,0
140,134,0.0429,99.3578,79.1364,16,0.0234,2
116,94,0.1897,90.8647,66.3645,13,0.013,2
121,111,0.0826,98.7648,65.1148,10,0.0252,2
16,9,0.4375,1.3076,2.2554,12,0.8936,0
40,31,0.225,4.8741,3.4956,21,0.411,0
128,125,0.0234,63.9634,44.3306,23,0.0168,2
29,2,0.931,14.4337,7.3534,29,0.0798,1
15,5,0.6667,11.0912,7.0829,11,0.0645,1
81,66,0.1852,92.5375,30.6491,30,0.0169,2
24,1,0.9583,12.7562,5.9577,12,0.1425,1
20,3,0.85,10.2859,9.3731,27,0.0653,1
29,2,0.931,10.3998,13.9771,23,0.1678,1
28,3,0.8929,11.1819,11.2418,20,0.131,1
17,15,0.1176,4.5936,3.8596,17,0.6409,0
148,127,0.1419,73.5926,40.0066,13,0.0267,2
98,98,0.0,85.373,51.3784,21,0.0192,2
16,3,0.8125,11.8344,10.7349,30,0.1643,1
200,175,0.125,94.8688,36.6472,30,0.0191,2
184,171,0.0707,41.2718,74.2201,17,0.0259,2
101,86,0.1485,49.3332,71.06,28,0.0285,2
123,109,0.1138,99.1936,67.541,25,0.0157,2
30,19,0.3667,4.4078,1.9608,29,0.5938,0
27,1,0.963,6.3279,5.738,26,0.0538,1
152,134,0.1184,48.7517,35.7164,15,0.0079,2
26,1,0.9615,9.4381,8.2408,24,0.1055,1
17,2,0.8824,8.8128,13.703,23,0.1463,1
22,19,0.1364,2.8168,2.2748,22,0.4686,0
23,3,0.8696,9.4034,13.6466,12,0.078,1
158,151,0.0443,81.1215,74.5096,28,0.0239,2
85,70,0.1765,52.531,34.8959,18,0.0079,2
15,3,0.8,8.8307,5.5327,25,0.1156,1
25,1,0.96,6.0411,11.2902,23,0.1106,1
136,135,0.0074,81.6518,40.3823,14,0.0139,2
21,20,0.0476,2.0854,4.391,14,0.815,0
34,22,0.3529,2.0297,3.0408,24,1.4814,0
24,1,0.9583,7.3825,8.8611,25,0.1432,1
184,167,0.0924,79.3006,42.5854,20,0.0159,2
18,13,0.2778,2.42,0.5725,24,1.453,0
23,1,0.9565,9.0803,6.8024,19,0.0958,1
147,131,0.1088,66.1419,51.3189,17,0.0265,2
19,3,0.8421,7.8879,5.1631,27,0.0624,1
18,16,0.1111,2.3767,4.88,26,1.8514,0
29,18,0.3793,3.7331,1.8576,17,0.3978,0
19,11,0.4211,2.7786,3.264,23,1.2609,0
29,23,0.2069,3.3954,1.55,21,0.9474,0
23,20,0.1304,3.6155,0.6869,11,0.6001,0
189,153,0.1905,33.4625,33.6385,18,0.0284,2
36,36,0.0,3.9912,0.5532,25,0.5787,0
27,5,0.8148,9.9262,9.2375,29,0.1463,1
85,78,0.0824,40.1979,60.1279,26,0.0256,2
25,4,0.84,13.3916,13.3806,23,0.0536,1
144,136,0.0556,31.7693,81.9565,18,0.0263,2
20,1,0.95,9.5264,6.1747,12,0.194,1
21,12,0.4286,2.5193,2.2137,17,0.6351,0
33,21,0.3636,3.1386,1.8207,23,1.9332,0
29,1,0.9655,14.6981,9.0503,25,0.1429,1
34,21,0.3824,0.6206,4.1656,12,0.7975,0
89,75,0.1573,46.2039,64.2017,24,0.0192,2
26,4,0.8462,7.9124,12.1821,19,0.0908,1
34,29,0.1471,4.2229,1.2176,30,0.2248,0
37,25,0.3243,3.1083,3.3388,16,1.0385,0
27,3,0.8889,14.0574,7.735,21,0.0568,1
139,115,0.1727,98.6483,99.656,13,0.0266,2
159,142,0.1069,36.5708,66.1433,21,0.0258,2
123,109,0.1138,96.8887,97.985,26,0.0292,2
25,1,0.96,12.7335,13.2181,28,0.1479,1
185,180,0.027,91.407,84.1361,13,0.0071,2
40,29,0.275,4.5211,4.0066,26,0.6111,0
16,12,0.25,4.3802,2.489,11,0.7976,0
111,108,0.027,89.555,84.708,29,0.0285,2
15,4,0.7333,13.3645,8.992,22,0.086,1
194,155,0.201,30.5094,82.4163,26,0.0298,2
29,18,0.3793,4.4823,2.5641,16,0.7804,0
155,133,0.1419,72.4486,73.2114,21,0.016,2
32,19,0.4062,4.0705,4.1546,19,1.6059,0
27,2,0.9259,6.5081,6.8471,30,0.1294,1
23,2,0.913,14.1241,9.8842,21,0.1301,1
166,135,0.1867,75.1098,66.6003,17,0.0278,2
27,1,0.963,13.6687,9.9443,29,0.0796,1
87,84,0.0345,90.4413,99.9238,17,0.0176,2
39,33,0.1538,2.6102,4.8479,24,1.8167,0
23,16,0.3043,4.8455,0.8548,15,1.7474,0
39,37,0.0513,1.4735,0.885,22,0.6899,0
31,26,0.1613,4.0161,1.2149,12,1.6274,0
146,142,0.0274,76.0342,38.95,28,0.0216,2
21,16,0.2381,3.4528,3.3781,22,0.9128,0
100,83,0.17,96.768,69.2584,23,0.0226,2
31,26,0.1613,2.7322,4.5791,30,0.5518,0
22,2,0.9091,12.2397,6.593,21,0.1966,1
28,5,0.8214,6.1843,14.5983,27,0.064,1
196,163,0.1684,48.9919,67.4183,15,0.02,2
86,73,0.1512,43.5331,55.0815,18,0.0083,2
124,105,0.1532,95.8119,94.8494,12,0.0119,2
189,182,0.037,65.7434,49.017,15,0.0297,2
32,21,0.3438,3.2759,2.2181,17,1.2021,0
17,2,0.8824,5.4447,9.2034,30,0.1284,1
35,31,0.1143,2.3654,3.5998,23,1.3393,0
200,192,0.04,95.3505,57.3067,28,0.0227,2
39,38,0.0256,3.7504,4.3926,26,1.6724,0
30,22,0.2667,1.92,3.5106,30,1.269,0
91,91,0.0,57.1201,60.5271,14,0.0175,2
181,156,0.1381,46.5379,40.8059,23,0.0183,2
106,93,0.1226,93.1109,59.4267,24,0.0204,2
25,1,0.96,14.9901,14.7326,14,0.1335,1
31,19,0.3871,4.8609,3.1272,20,0.335,0
30,29,0.0333,1.4786,1.9578,18,1.4549,0
126,100,0.2063,71.5423,75.236,24,0.0168,2
21,2,0.9048,13.5401,12.778,14,0.0652,1
34,33,0.0294,2.2949,3.5512,21,0.5764,0
26,4,0.8462,6.644,7.447,13,0.0511,1
23,1,0.9565,11.739,11.3283,30,0.1177,1
172,147,0.1453,57.274,74.6505,22,0.0286,2
27,1,0.963,13.4188,13.4876,13,0.167,1
38,37,0.0263,1.4477,0.6003,12,1.2514,0
15,5,0.6667,11.3534,5.1231,20,0.1766,1
165,165,0.0,89.4063,33.0898,21,0.0217,2
15,14,0.0667,1.8962,3.5323,22,1.1031,0
24,21,0.125,0.8706,1.5927,29,0.8166,0
30,24,0.2,4.9596,2.3306,12,0.2032,0
196,181,0.0765,66.2954,70.8134,29,0.0136,2
27,24,0.1111,3.3695,0.909,11,0.5658,0
174,166,0.046,90.4134,70.6513,23,0.0144,2
124,114,0.0806,79.9942,85.1682,19,0.0236,2
23,2,0.913,7.7172,14.4434,22,0.0524,1
33,29,0.1212,1.6579,2.6339,13,0.8508,0
30,5,0.8333,7.2181,6.7713,28,0.0668,1
32,22,0.3125,1.1838,2.5141,30,0.7922,0
166,147,0.1145,90.8178,43.6893,14,0.0104,2
20,2,0.9,6.3356,13.3032,29,0.0642,1
26,20,0.2308,1.6156,2.9002,22,1.9046,0
15,3,0.8,13.8494,14.1336,14,0.0554,1
33,33,0.0,3.7006,4.4057,22,0.2612,0
110,110,0.0,61.8016,82.6925,17,0.0168,2
21,1,0.9524,9.1201,8.9871,13,0.0971,1
40,34,0.15,4.5612,4.7005,16,1.551,0
97,89,0.0825,39.1648,90.6877,23,0.0134,2
29,3,0.8966,8.776,8.4346,14,0.1797,1
24,17,0.2917,1.2714,1.4628,23,1.2817,0
18,3,0.8333,8.7245,12.4478,24,0.1398,1
27,16,0.4074,1.7123,4.5698,27,1.425,0
16,4,0.75,14.7638,6.511,23,0.1711,1
188,165,0.1223,84.9543,80.0686,20,0.0271,2
112,89,0.2054,86.7922,66.3543,14,0.0254,2
22,15,0.3182,2.4346,3.2152,21,1.713,0
17,16,0.0588,2.4184,1.6208,14,1.8089,0
22,5,0.7727,5.4373,9.8011,29,0.0715,1
174,172,0.0115,63.2487,65.9647,24,0.0109,2
17,3,0.8235,12.8912,9.3046,24,0.151,1
17,4,0.7647,6.5174,9.8249,13,0.1917,1
21,1,0.9524,14.492,9.6425,21,0.082,1
20,5,0.75,14.082,7.0507,30,0.1095,1
84,67,0.2024,89.3775,77.8854,24,0.0255,2
118,111,0.0593,88.2266,35.4655,28,0.0264,2
33,20,0.3939,4.4486,2.9869,12,1.7671,0
21,3,0.8571,9.3936,5.648,15,0.1151,1
93,84,0.0968,87.5015,71.3206,16,0.0129,2
107,101,0.0561,84.6267,65.1784,18,0.0297,2
27,21,0.2222,0.8619,2.963,28,1.9659,0
108,96,0.1111,75.3084,85.1959,25,0.0117,2
169,155,0.0828,89.2687,51.7766,12,0.0084,2
116,100,0.1379,97.6225,32.527,26,0.0228,2
85,85,0.0,99.137,84.439,21,0.0243,2
25,1,0.96,11.2023,6.0562,20,0.1365,1
23,3,0.8696,7.8616,9.6172,30,0.0926,1
29,1,0.9655,9.6792,13.6585,11,0.1338,1
28,28,0.0,0.69,0.8305,10,1.232,0
86,70,0.186,78.2292,45.0552,29,0.0181,2
28,3,0.8929,5.3721,8.2097,29,0.1713,1
24,1,0.9583,7.9848,13.6845,10,0.1507,1
21,1,0.9524,8.5146,5.551,17,0.1347,1
32,29,0.0938,2.1452,4.3876,16,1.5764,0
18,5,0.7222,8.3997,12.1638,21,0.0566,1
118,107,0.0932,55.1274,66.8498,30,0.0074,2
141,125,0.1135,45.237,69.2789,17,0.0284,2
184,170,0.0761,94.4361,39.445,21,0.0192,2
17,13,0.2353,2.7433,1.2041,22,1.3427,0
160,158,0.0125,62.8891,79.3422,16,0.0298,2
25,2,0.92,8.4988,7.2413,28,0.1069,1
192,156,0.1875,56.8596,78.232,26,0.0178,2
192,164,0.1458,52.2048,80.961,29,0.0146,2
108,89,0.1759,67.7241,51.3394,21,0.0078,2
19,5,0.7368,13.7715,9.7166,30,0.0759,1
34,28,0.1765,3.5459,4.9157,25,0.3436,0
126,113,0.1032,71.9054,89.467,27,0.0282,2
20,2,0.9,8.2251,5.602,27,0.0943,1
17,2,0.8824,8.4113,13.0401,30,0.0942,1
23,2,0.913,13.4614,11.3612,10,0.1174,1
196,174,0.1122,72.4321,36.1475,12,0.0132,2
18,18,0.0,3.0194,3.6034,11,1.3514,0
19,12,0.3684,0.748,4.3612,10,1.1459,0
18,5,0.7222,5.7794,13.6756,16,0.1866,1
106,92,0.1321,35.049,88.8386,19,0.019,2
24,3,0.875,8.8883,13.9813,30,0.146,1
30,2,0.9333,8.74,9.3646,10,0.1432,1
163,159,0.0245,62.6106,47.3126,22,0.0212,2
162,132,0.1852,41.8681,33.9957,23,0.0242,2
21,2,0.9048,6.8551,10.2781,11,0.1183,1
112,91,0.1875,61.4137,72.4717,12,0.0163,2
22,5,0.7727,14.9199,14.594,20,0.1373,1
195,187,0.041,49.6056,47.1494,11,0.0067,2
34,28,0.1765,4.6999,3.6777,12,1.3177,0
16,4,0.75,14.1066,5.9748,16,0.0841,1
29,4,0.8621,11.0245,9.7715,20,0.0611,1
116,94,0.1897,79.946,73.5899,19,0.0205,2
16,16,0.0,4.8416,0.7307,23,0.2808,0
99,88,0.1111,99.7116,40.418,11,0.0195,2
146,119,0.1849,86.1755,46.7712,24,0.0213,2
185,150,0.1892,34.7977,55.7271,18,0.0277,2
29,4,0.8621,13.0061,7.2242,21,0.0717,1
198,193,0.0253,55.8203,35.9268,10,0.023,2
28,23,0.1786,4.7901,1.12,17,0.5125,0
98,83,0.1531,87.2282,98.1895,21,0.0086,2
29,22,0.2414,4.31,1.1259,29,1.1867,0
27,2,0.9259,9.1561,9.3736,28,0.1782,1
140,139,0.0071,42.6724,47.5184,12,0.0189,2
18,2,0.8889,6.0333,12.4133,13,0.0636,1
35,34,0.0286,3.1624,4.5943,25,1.7395,0
23,3,0.8696,13.3189,13.2375,12,0.169,1
31,25,0.1935,2.5891,4.5506,12,0.9199,0
18,3,0.8333,11.2562,8.1334,24,0.0778,1
30,1,0.9667,14.5123,13.0279,11,0.0581,1
183,157,0.1421,47.1522,61.9949,18,0.0187,2
27,4,0.8519,10.0907,10.3949,25,0.1413,1
18,4,0.7778,11.2584,12.5973,17,0.0702,1
31,25,0.1935,4.9552,0.9833,11,1.3162,0
89,84,0.0562,94.8333,30.4256,23,0.0153,2
91,88,0.033,46.4893,61.5763,11,0.0139,2
28,23,0.1786,2.4484,0.7238,16,1.2007,0
20,13,0.35,2.9688,3.1663,22,1.8264,0
20,5,0.75,10.2203,11.3581,19,0.0813,1
25,5,0.8,6.805,10.2117,20,0.0638,1
38,30,0.2105,1.3223,0.6721,26,1.6519,0
16,16,0.0,1.5051,0.8628,17,1.731,0
27,1,0.963,7.2774,9.0966,11,0.1558,1
16,1,0.9375,7.8717,12.1021,15,0.0848,1
141,114,0.1915,93.4169,35.9441,24,0.0132,2
29,2,0.931,9.1257,9.0989,17,0.1949,1
36,27,0.25,1.5837,1.4597,30,0.2203,0
16,15,0.0625,1.1823,3.5676,17,1.3933,0
21,3,0.8571,9.5892,13.2867,14,0.1795,1
30,4,0.8667,11.5852,12.4048,10,0.1525,1
29,26,0.1034,1.6594,3.0759,30,1.9789,0
28,28,0.0,3.7456,1.9859,18,0.2018,0
17,5,0.7059,7.7334,7.8577,23,0.1684,1
157,130,0.172,70.1491,71.324,20,0.0138,2
177,143,0.1921,78.9454,84.8199,11,0.0058,2
24,2,0.9167,5.085,9.851,11,0.1673,1
110,93,0.1545,45.6844,68.9542,29,0.0157,2
18,4,0.7778,6.0289,11.0432,22,0.1609,1
20,4,0.8,13.6945,14.762,14,0.0845,1
141,133,0.0567,91.8469,63.6579,12,0.0071,2
15,1,0.9333,8.6404,6.6342,27,0.1154,1
28,5,0.8214,12.2601,8.058,19,0.1219,1
18,3,0.8333,7.1327,8.6057,14,0.1892,1
19,5,0.7368,6.1177,9.8663,22,0.0667,1
19,14,0.2632,4.5666,3.003,30,1.7148,0
108,87,0.1944,33.4978,96.5332,22,0.0093,2
115,94,0.1826,77.372,91.6372,27,0.0136,2
25,15,0.4,2.4587,2.6686,26,0.672,0
26,1,0.9615,13.4652,14.0329,26,0.1207,1
27,19,0.2963,4.4576,1.994,15,1.3862,0
80,77,0.0375,68.8693,95.6454,14,0.0093,2
38,26,0.3158,1.9356,1.579,27,1.8276,0
30,2,0.9333,11.088,6.8157,17,0.1068,1
113,93,0.177,59.4235,53.6303,25,0.0283,2
120,114,0.05,94.822,89.5879,27,0.0112,2
177,164,0.0734,96.3619,70.8756,15,0.0274,2
89,89,0.0,34.3669,35.2766,22,0.0226,2
18,1,0.9444,5.9808,12.4398,18,0.076,1
21,12,0.4286,1.3401,2.0683,10,0.4241,0
137,133,0.0292,73.0702,56.1722,20,0.0069,2
21,3,0.8571,14.3025,13.2313,12,0.1619,1
29,26,0.1034,4.5889,3.4322,19,1.0385,0
39,25,0.359,0.8069,2.9027,16,1.6906,0
35,27,0.2286,1.6602,0.9998,14,1.8646,0
35,30,0.1429,3.2311,1.9134,22,1.626,0
141,129,0.0851,50.5186,87.8547,19,0.0241,2
17,12,0.2941,0.6983,0.6793,30,1.3335,0
17,5,0.7059,13.7618,5.1255,16,0.1769,1
15,5,0.6667,5.6866,12.9437,17,0.1253,1
28,5,0.8214,6.8984,5.602,28,0.0982,1
24,2,0.9167,8.0336,7.1572,20,0.057,1
15,14,0.0667,2.8878,3.0111,12,1.951,0
25,3,0.88,12.3352,10.7528,18,0.1105,1
19,12,0.3684,4.8198,4.179,18,0.9332,0
119,100,0.1597,75.1943,48.3769,20,0.0075,2
38,25,0.3421,4.7636,4.7857,11,0.7328,0
131,130,0.0076,68.8795,38.7097,23,0.014,2
25,3,0.88,11.7879,11.4784,30,0.1952,1
25,2,0.92,10.0282,9.1025,21,0.1031,1
15,4,0.7333,7.2184,13.5248,15,0.1629,1
23,4,0.8261,6.6733,5.0815,26,0.1193,1
103,84,0.1845,48.5475,56.1102,22,0.0149,2
26,5,0.8077,13.1129,5.8322,26,0.113,1
18,13,0.2778,4.201,2.5777,11,0.3618,0
19,3,0.8421,5.746,9.5593,12,0.1574,1
30,3,0.9,12.4368,13.7931,15,0.191,1
29,1,0.9655,12.8443,12.0941,19,0.097,1
15,1,0.9333,10.2902,10.1719,28,0.1241,1
200,190,0.05,99.5692,38.5739,11,0.0173,2
122,111,0.0902,47.7903,67.6501,10,0.0083,2
24,5,0.7917,8.104,13.2825,20,0.1514,1
23,3,0.8696,5.1009,13.2569,18,0.1853,1
85,79,0.0706,65.1852,56.7013,18,0.0156,2
146,126,0.137,72.0398,58.3554,21,0.0161,2
154,133,0.1364,54.8864,87.7936,17,0.0201,2
16,3,0.8125,11.1024,9.3122,14,0.1143,1
39,31,0.2051,1.3696,0.6496,14,1.4177,0
23,5,0.7826,10.6504,14.4284,11,0.0527,1
28,4,0.8571,10.6911,8.1264,25,0.1466,1
26,22,0.1538,4.2461,1.9782,17,0.301,0
22,17,0.2273,0.7055,2.3934,24,1.0368,0
21,2,0.9048,13.7117,13.2765,17,0.1617,1
39,38,0.0256,4.1395,0.5564,15,0.5046,0
182,164,0.0989,45.5486,62.4043,16,0.0292,2
171,148,0.1345,73.5465,44.9472,21,0.015,2
15,12,0.2,3.831,3.053,23,1.7598,0
28,3,0.8929,9.2739,12.1482,27,0.1417,1
93,84,0.0968,79.4336,59.8369,10,0.0207,2
18,4,0.7778,13.0938,9.6227,11,0.0808,1
40,33,0.175,0.855,0.8668,22,0.674,0
21,2,0.9048,9.2531,5.1121,26,0.1201,1
109,91,0.1651,41.4206,69.901,16,0.0111,2
172,138,0.1977,68.8688,52.4296,10,0.016,2
167,156,0.0659,85.9238,84.4626,22,0.0295,2
80,73,0.0875,65.8116,44.4775,14,0.0211,2
133,107,0.1955,70.0675,32.8252,29,0.0227,2
21,12,0.4286,4.0571,4.9818,25,1.2506,0
113,111,0.0177,32.897,52.1334,30,0.018,2
135,113,0.163,57.7746,96.6403,13,0.0192,2
27,27,0.0,1.3479,4.1293,22,0.7354,0
17,3,0.8235,5.9142,5.9869,28,0.1705,1
167,143,0.1437,92.4246,37.1094,11,0.011,2
22,5,0.7727,14.7561,9.5366,26,0.1745,1
153,134,0.1242,54.9651,88.3304,29,0.0127,2
80,65,0.1875,99.3245,97.7244,21,0.0143,2
115,104,0.0957,38.4234,85.0172,27,0.013,2
15,15,0.0,1.452,2.67,25,1.2072,0
91,81,0.1099,75.6529,84.7001,24,0.009,2
40,39,0.025,4.7673,3.056,14,1.3859,0
180,156,0.1333,81.8998,62.2957,17,0.0151,2
24,3,0.875,12.5212,6.4901,29,0.0671,1
173,155,0.104,95.5087,38.5439,25,0.0272,2
22,18,0.1818,0.848,1.792,26,0.9819,0
167,143,0.1437,63.3998,67.0051,28,0.0199,2
100,98,0.02,81.9338,69.6219,16,0.0273,2
25,1,0.96,8.6666,8.5396,16,0.1443,1
35,28,0.2,1.8245,3.6493,11,0.3025,0
167,157,0.0599,57.5126,85.6117,13,0.0187,2
39,29,0.2564,3.4168,0.6052,13,1.7909,0
131,128,0.0229,38.0888,37.1561,25,0.0244,2
20,2,0.9,14.7481,12.5866,30,0.1609,1
23,5,0.7826,7.5045,14.2078,16,0.1214,1
17,1,0.9412,5.294,14.9145,11,0.1664,1
172,151,0.1221,38.5876,94.2021,28,0.008,2
110,104,0.0545,64.087,31.8673,23,0.0233,2
24,15,0.375,4.2747,3.3124,19,0.6041,0
84,68,0.1905,58.2244,90.3465,11,0.021,2
23,3,0.8696,6.6771,13.9998,19,0.1688,1
83,79,0.0482,87.3571,54.2477,16,0.026,2
187,155,0.1711,71.7568,73.5172,15,0.0141,2
16,1,0.9375,8.951,11.7827,22,0.115,1
19,1,0.9474,10.2011,9.2572,25,0.1775,1
18,1,0.9444,13.1385,13.8485,11,0.1462,1
124,116,0.0645,35.5696,83.0943,21,0.018,2
94,94,0.0,50.378,98.5843,26,0.012,2
161,146,0.0932,84.3403,49.3661,26,0.0266,2
15,10,0.3333,4.6888,1.7241,20,1.098,0
176,163,0.0739,34.4762,79.0421,10,0.0108,2
25,21,0.16,3.8832,1.2443,10,1.1692,0
120,102,0.15,42.5663,73.2154,10,0.0258,2
23,20,0.1304,3.6371,3.3388,17,0.3166,0
24,2,0.9167,10.0091,11.1217,19,0.1561,1
17,11,0.3529,1.7949,4.3326,25,1.8519,0
24,17,0.2917,4.133,2.0751,29,0.9057,0
18,1,0.9444,14.9848,12.509,13,0.0852,1
81,71,0.1235,36.1778,73.1498,27,0.0249,2
35,31,0.1143,1.0536,0.5374,21,1.2595,0
16,12,0.25,0.9425,1.5209,27,0.9284,0
21,21,0.0,1.0118,2.986,25,0.5278,0
24,24,0.0,2.1849,4.4559,15,0.9693,0
22,5,0.7727,8.3086,12.8897,14,0.1747,1
123,116,0.0569,47.3162,87.8505,24,0.018,2
118,105,0.1102,95.6257,59.4731,12,0.0177,2
32,28,0.125,3.2166,3.7006,15,1.7505,0
17,13,0.2353,2.9615,2.5958,10,0.8145,0
25,17,0.32,2.6777,4.0362,12,1.3884,0
133,127,0.0451,72.1393,88.3781,27,0.0207,2
36,22,0.3889,4.7327,1.8088,12,1.6359,0
40,36,0.1,2.9842,3.045,28,0.8335,0
130,106,0.1846,84.9161,51.7745,13,0.0193,2
80,72,0.1,87.6816,68.7522,13,0.0108,2
21,3,0.8571,14.1477,8.4409,23,0.0907,1
30,22,0.2667,4.733,1.1641,21,0.4124,0
110,102,0.0727,63.3058,75.3836,20,0.0259,2
38,33,0.1316,2.1902,2.6133,11,1.4082,0
115,97,0.1565,66.4147,41.4357,30,0.0285,2
18,12,0.3333,3.8841,1.7432,13,1.6087,0
16,3,0.8125,13.1499,11.3771,19,0.1256,1
29,23,0.2069,4.9939,2.431,27,1.4516,0
15,4,0.7333,8.7432,8.5577,24,0.1522,1
127,111,0.126,51.6276,85.4414,24,0.0266,2
20,2,0.9,10.2954,14.1571,26,0.0901,1
27,2,0.9259,14.1729,14.2412,16,0.1346,1
23,13,0.4348,1.6085,3.8468,19,1.9766,0
39,39,0.0,1.894,1.7893,13,0.3083,0
90,89,0.0111,67.9098,98.4459,26,0.0133,2
24,1,0.9583,5.1264,13.9959,25,0.1128,1
30,2,0.9333,8.4609,5.2727,18,0.1165,1
19,5,0.7368,13.0142,8.7825,26,0.1393,1
181,179,0.011,62.5669,88.4954,16,0.0113,2
24,4,0.8333,9.4396,10.8753,27,0.1696,1
21,21,0.0,0.88,4.6322,12,1.5403,0
21,1,0.9524,12.9202,12.2817,27,0.1841,1
17,12,0.2941,1.0556,1.8884,17,1.2227,0
34,27,0.2059,0.6487,0.5409,26,1.8796,0
196,186,0.051,65.1344,54.0273,17,0.0235,2
187,167,0.107,44.6479,59.9851,30,0.0171,2
40,35,0.125,1.8162,0.5099,10,1.8056,0
17,3,0.8235,5.6992,8.2049,20,0.1607,1
153,141,0.0784,67.6697,81.1842,22,0.0184,2
